======================================================================
DQN Agent Evaluation Results
======================================================================
Generated: 2025-12-01 14:00:13
======================================================================

SUMMARY STATISTICS
----------------------------------------------------------------------
Games Played: 20000
Wins: 4373
Win Rate: 21.87%
Evaluation Runtime: 2749.12 seconds (45.82 minutes)

SCORE STATISTICS
----------------------------------------------------------------------
Average Score: 894.80
Std Dev: 495.46
Min Score: -89.00
Max Score: 2012.00
Median Score: 872.00

EPISODE LENGTH STATISTICS
----------------------------------------------------------------------
Average Length: 594.71 moves
Min Length: 76 moves
Max Length: 2998 moves
Median Length: 598 moves

INDIVIDUAL GAME RESULTS
----------------------------------------------------------------------
Game   Win    Score      Length    
720    No     692.00     414       
721    No     813.00     831       
722    No     657.00     638       
723    No     664.00     438       
724    No     379.00     211       
725    No     290.00     208       
726    No     833.00     531       
727    No     286.00     220       
728    Yes    1570.00    898       
729    No     439.00     421       
730    No     783.00     739       
731    No     1125.00    793       
732    No     958.00     845       
733    Yes    1572.00    892       
734    No     1128.00    754       
735    No     773.00     531       
736    No     569.00     361       
737    No     958.00     694       
738    No     500.00     509       
739    No     442.00     444       
740    No     692.00     894       
741    Yes    1542.00    982       
742    No     151.00     235       
743    No     705.00     435       
744    No     319.00     211       
745    No     488.00     395       
746    No     851.00     475       
747    No     864.00     708       
748    No     256.00     370       
749    Yes    1574.00    886       
750    No     896.00     670       
751    Yes    1556.00    940       
752    No     869.00     392       
753    No     307.00     159       
754    No     703.00     619       
755    Yes    1790.00    838       
756    No     434.00     378       
757    No     1135.00    643       
758    No     941.00     476       
759    No     624.00     286       
760    Yes    1367.00    907       
761    No     770.00     420       
762    No     641.00     927       
763    No     388.00     244       
764    No     348.00     214       
765    No     928.00     934       
766    No     1094.00    586       
767    Yes    1758.00    934       
768    No     691.00     385       
769    No     606.00     402       
770    Yes    1533.00    1009      
771    No     1115.00    643       
772    No     533.00     409       
773    No     563.00     439       
774    No     771.00     416       
775    No     1144.00    378       
776    No     678.00     365       
777    Yes    1242.00    1282      
778    No     109.00     211       
779    Yes    1994.00    826       
780    No     382.00     232       
781    No     851.00     355       
782    No     59.00      211       
783    No     286.00     220       
784    No     750.00     449       
785    Yes    1767.00    907       
786    No     889.00     362       
787    No     865.00     583       
788    Yes    1548.00    964       
789    Yes    1561.00    925       
790    Yes    1537.00    997       
791    No     729.00     691       
792    No     640.00     448       
793    No     742.00     382       
794    No     715.00     463       
795    No     598.00     814       
796    No     410.00     238       
797    No     951.00     806       
798    No     355.00     283       
799    Yes    1761.00    925       
800    No     20.00      88        
801    No     917.00     789       
802    Yes    1771.00    895       
803    No     967.00     668       
804    No     758.00     576       
805    No     887.00     759       
806    No     784.00     526       
807    No     702.00     832       
808    Yes    1791.00    835       
809    No     521.00     386       
810    No     20.00      88        
811    No     29.00      211       
812    Yes    1748.00    964       
813    Yes    1535.00    1003      
814    No     210.00     238       
815    No     845.00     525       
816    No     960.00     839       
817    Yes    1988.00    844       
818    No     1132.00    712       
819    No     787.00     459       
820    No     306.00     162       
821    No     1187.00    427       
822    Yes    1392.00    832       
823    No     616.00     522       
824    Yes    1347.00    967       
825    No     279.00     421       
826    No     578.00     454       
827    No     898.00     934       
828    No     936.00     522       
829    No     178.00     214       
830    No     583.00     590       
831    No     454.00     317       
832    No     431.00     297       
833    No     575.00     615       
834    No     902.00     622       
835    No     1192.00    743       
836    Yes    1379.00    871       
837    No     1290.00    719       
838    Yes    1574.00    886       
839    No     379.00     211       
840    Yes    1979.00    871       
841    No     348.00     214       
842    Yes    1734.00    1006      
843    No     915.00     1005      
844    No     202.00     232       
845    No     179.00     211       
846    Yes    1722.00    1042      
847    No     802.00     563       
848    No     933.00     619       
849    No     817.00     579       
850    No     20.00      88        
851    No     1141.00    626       
852    No     742.00     502       
853    Yes    1582.00    862       
854    No     941.00     445       
855    No     998.00     784       
856    No     946.00     942       
857    No     495.00     883       
858    No     258.00     185       
859    No     340.00     238       
860    No     831.00     476       
861    No     894.00     708       
862    No     807.00     518       
863    No     1324.00    828       
864    No     1184.00    826       
865    No     210.00     238       
866    No     729.00     453       
867    No     696.00     370       
868    No     387.00     217       
869    No     545.00     524       
870    No     369.00     211       
871    No     909.00     362       
872    Yes    1790.00    838       
873    No     964.00     437       
874    No     717.00     397       
875    No     732.00     744       
876    No     149.00     211       
877    Yes    1246.00    1270      
878    No     79.00      211       
879    No     513.00     409       
880    No     20.00      88        
881    No     633.00     470       
882    Yes    1773.00    889       
883    No     852.00     593       
884    No     298.00     216       
885    Yes    1707.00    1087      
886    No     1059.00    751       
887    Yes    1572.00    892       
888    No     295.00     194       
889    No     20.00      88        
890    Yes    1534.00    1006      
891    No     660.00     390       
892    No     427.00     517       
893    No     859.00     543       
894    No     1148.00    665       
895    No     1076.00    700       
896    No     778.00     456       
897    No     742.00     682       
898    No     328.00     244       
899    No     773.00     501       
900    Yes    1578.00    874       
901    No     489.00     362       
902    No     1343.00    829       
903    No     303.00     171       
904    No     893.00     861       
905    Yes    1558.00    934       
906    No     1063.00    621       
907    No     462.00     384       
908    No     696.00     1092      
909    No     247.00     217       
910    No     386.00     220       
911    No     307.00     158       
912    No     64.00      196       
913    Yes    1572.00    892       
914    No     307.00     158       
915    No     1084.00    678       
916    Yes    1746.00    970       
917    No     691.00     385       
918    No     720.00     479       
919    Yes    2003.00    799       
920    No     386.00     220       
921    Yes    1740.00    988       
922    No     211.00     265       
923    No     20.00      88        
924    No     479.00     363       
925    Yes    1578.00    874       
926    No     1032.00    1252      
927    No     178.00     214       
928    No     496.00     191       
929    No     633.00     469       
930    No     1301.00    686       
931    No     179.00     211       
932    No     401.00     235       
933    No     1300.00    568       
934    No     969.00     423       
935    No     20.00      88        
936    No     273.00     229       
937    No     730.00     419       
938    Yes    1962.00    922       
939    No     905.00     733       
940    No     604.00     498       
941    No     20.00      88        
942    No     349.00     211       
943    No     358.00     244       
944    No     922.00     772       
945    No     783.00     469       
946    No     453.00     290       
